GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 3
TotalNumExamples: 1800
NumberOfClasses: 2
ClassIDsAndCounters: 
1	900	NOT_SET
2	900	NOT_SET
UseExternalRanges: 0
Data:
1	659.35	-14.2578	2206.88
1	660.541	-10.9142	2204.58
1	661.742	-13.4179	2203.32
1	664.69	-14.6035	2203.73
1	667.81	-15.0656	2207.66
1	665.687	-12.8093	2206.66
1	664.62	-11.7159	2208.48
1	662.752	-10.5457	2206.17
1	659.248	-10.8276	2205.04
1	658.337	-13.8712	2205.59
1	663.457	-12.8849	2207.35
1	665.708	-12.2354	2208.67
1	667.559	-12.7456	2205.15
1	668.801	-15.4526	2207.04
1	662.8	-12.5769	2209.9
1	642.121	-14.9441	2201.68
1	650.34	-19.6143	2202.71
1	652.853	-22.5545	2203.11
1	655.703	-22.5441	2204.9
1	655.076	-21.6248	2203.53
1	651.433	-23.2327	2202.57
1	648.019	-22.299	2203.31
1	646.729	-15.9275	2201.04
1	648.845	-11.8009	2206.34
1	650.922	-8.56411	2210.47
1	654.548	-9.70775	2206.86
1	658.577	-11.1004	2209.76
1	661.276	-16.0589	2211.4
1	658.911	-12.7887	2207.55
1	662.846	-13.76	2207.32
1	663.384	-15.3468	2206.57
1	662.63	-15.7006	2208.54
1	660.126	-13.4203	2203.84
1	657.794	-9.48545	2207.6
1	659.006	-6.05084	2210.42
1	657.27	-6.38271	2206.72
1	654.494	-7.17941	2204.52
1	662.771	-3.99688	2214.64
1	666.595	-3.90718	2211.76
1	668.004	0.0988904	2212.04
1	666.088	-0.631954	2209.65
1	665.158	-1.27096	2212.15
1	656.654	5.68895	2211.4
1	655.397	9.05208	2210.4
1	652.397	9.45935	2209.71
1	655.361	6.13968	2209.26
1	655.889	7.43564	2211.37
1	659.667	6.55741	2210.36
1	662.364	4.6308	2208.2
1	662.636	1.15542	2208.38
1	662.605	-3.61029	2205.09
1	666.577	-4.1541	2209.84
1	655.826	1.15024	2206.05
1	649.016	4.78454	2203.75
1	662.505	-2.10546	2208.75
1	662.561	-1.31112	2206.53
1	667.516	1.22144	2211.64
1	668.285	1.76185	2210.17
1	665.229	0.317243	2204.89
1	668.492	0.388338	2204.29
1	672.851	3.90017	2207.76
1	673.838	5.83017	2209.87
1	665.921	3.70418	2206.83
1	661.718	6.61822	2205.95
1	663.9	5.45017	2207.06
1	666.279	9.617	2205.92
1	661.637	16.1504	2207
1	661.487	8.59778	2199.72
1	667.15	7.35569	2204.36
1	674.801	5.35432	2201.79
1	680.784	6.97315	2206.23
1	680.505	4.67362	2201.1
1	677.571	4.78969	2199.56
1	677.789	10.2109	2200.13
1	677.54	9.57223	2201.79
1	677.849	8.80775	2200.62
1	671.9	10.1846	2197.67
1	670.836	11.2655	2197.27
1	669.109	11.7946	2196.66
1	668.649	11.1216	2193.24
1	667.106	11.3862	2193.79
1	670.929	9.52686	2194.44
1	666.822	10.8073	2185.76
1	666.117	14.6387	2195.22
1	668.683	9.29742	2192.55
1	662.307	8.24195	2184.41
1	661.562	16.5089	2193.09
1	666.686	11.0058	2189.84
1	670.129	11.7148	2192.48
1	669.21	10.6443	2190.36
1	662.703	13.0353	2184.52
1	660.007	13.0915	2185.93
1	661.755	15.6303	2192.8
1	664.178	16.3763	2190.28
1	666.759	18.0134	2192.09
1	668.04	23.0889	2198.73
1	668.693	24.7116	2196.03
1	668.272	24.5875	2198.61
1	668.076	24.1004	2194.46
1	666.123	23.8018	2195.11
1	662.505	23.2314	2188.18
1	662.41	23.4673	2191.65
1	659.527	20.1586	2196.05
1	659.657	23.0932	2191.2
1	661.945	22.4487	2189.21
1	663.312	20.0429	2193.45
1	665.162	18.7017	2195.48
1	663.374	17.3268	2191.83
1	666.404	9.34474	2190.88
1	664.177	11.2302	2190.08
1	665.856	13.6988	2192.43
1	670.154	9.59067	2193.69
1	670.145	13.8551	2194.38
1	671.852	9.96809	2195.91
1	672.046	8.28829	2194.75
1	669.905	7.48284	2189.14
1	667.644	7.59896	2192.09
1	667.365	7.63536	2192.1
1	666.354	6.11204	2190.75
1	665.509	9.0992	2190.82
1	661.053	8.39009	2189.85
1	662.341	9.06923	2189.27
1	660.701	9.19577	2190.59
1	663.278	7.69657	2191.99
1	666.793	10.1866	2191.48
1	666.058	11.8579	2191.48
1	664.651	10.1847	2188.2
1	664.447	9.47747	2187.37
1	663.871	9.09321	2185.9
1	669.464	11.8279	2189.82
1	670.67	8.73634	2186.44
1	674.062	8.51704	2186.24
1	669.184	8.67998	2181.4
1	667.38	8.89765	2183.72
1	669.782	9.49635	2187.79
1	669.715	10.8135	2187.12
1	667.224	13.4455	2186.28
1	665.566	12.7813	2181.76
1	667.227	13.3754	2186.09
1	667.38	12.6212	2183.95
1	665.967	13.2967	2184.23
1	663.979	10.0664	2179.9
1	664.511	13.5159	2189.22
1	666.811	13.449	2188.4
1	664.392	13.0832	2184.74
1	663.971	12.0727	2184.53
1	665.566	12.1298	2190.45
1	665.592	15.1539	2187.56
1	665.597	10.4905	2186.43
1	664.921	8.17254	2184.55
1	663.593	7.80665	2180.06
1	663.423	11.6304	2184.38
1	664.071	11.6844	2184.65
1	666.071	9.88649	2189.15
1	664.316	8.19909	2185.03
1	662.309	9.17933	2183.92
1	659.409	9.94321	2183.56
1	661.528	9.29519	2183.86
1	662.182	7.3534	2181.46
1	663.591	8.85519	2188.31
1	667.662	7.51752	2183.02
1	663.484	11.4803	2188.71
1	658.882	12.9784	2185.74
1	663.429	12.884	2190.89
1	638.866	18.97	2187.48
1	641.714	17.2054	2190.5
1	663.022	12.4734	2196.26
1	669.671	7.92627	2190.92
1	670.561	12.409	2191.57
1	669.361	9.60504	2193.35
1	669.178	11.322	2194.73
1	669.345	10.418	2195.71
1	668.65	12.4544	2197.19
1	666.285	11.6715	2196.72
1	645.603	18.0693	2194.34
1	667.539	9.23474	2193.71
1	644.048	15.579	2192.8
1	661.271	13.2981	2194.45
1	646.316	17.9909	2197.2
1	659.802	12.7375	2197.72
1	636.753	13.1526	2193.5
1	642.566	14.5021	2194.07
1	653.067	11.2632	2194.93
1	667.399	8.91565	2200.82
1	668.646	10.0977	2197.16
1	664.008	8.94808	2197.02
1	659.018	9.18764	2197.87
1	666.346	6.14542	2193.5
1	666.47	7.82771	2195.04
1	668.712	10.9657	2192.38
1	665.892	8.24033	2189.52
1	664.283	5.6436	2192.01
1	667.184	6.09649	2193.97
1	669.981	3.36759	2192.54
1	672.387	2.68218	2192.5
1	674.506	4.74345	2192.96
1	674.236	4.92063	2195.52
1	672.762	6.38968	2191.93
1	672.684	4.18477	2194.51
1	672.303	2.77289	2195.68
1	670.058	0.722955	2188.95
1	671.053	-0.996594	2189.8
1	669.315	-0.830878	2189.55
1	669.908	-0.440147	2189.2
1	671	1.81705	2190.75
1	666.717	2.90693	2188.86
1	660.843	-2.08324	2183.97
1	662.447	1.17713	2185.94
1	674.487	0.036027	2189.61
1	665.465	-2.36643	2187.36
1	664.776	0.334847	2185.03
1	661.154	-1.82344	2180.73
1	670.24	-2.2725	2186.78
1	670.85	-3.3988	2187.9
1	666.807	-4.54689	2186.32
1	664.077	-4.63336	2183.93
1	665.701	-4.55005	2184.13
1	663.825	-5.63898	2180.59
1	664.956	1.83196	2185.46
