class,leftX,leftY,leftZ,rightX,rightY,rightZ
3,-669.5447,127.7734,1890.134,402.1104,371.8963,2007.358
3,-676.1984,126.147,1886.663,389.9854,369.9396,2007.144
3,-681.2355,122.0823,1880.433,381.912,369.6508,2012.03
3,-688.9559,116.8969,1876.622,375.1252,368.8705,2010.803
3,-701.2261,117.5296,1873.481,367.0615,368.735,2013.177
3,-715.6793,116.5375,1871.017,355.8185,369.6801,2013.297
3,-721.7789,115.1056,1866.441,352.6182,374.6711,2019.693
3,-730.9774,117.1494,1866.728,340.433,376.8768,2015.304
3,-786.1519,134.8019,1866.883,333.0593,376.8601,2015.151
3,-774.7244,128.6313,1865.624,324.2291,377.3535,2018.782
3,-778.4813,125.5718,1858.244,314.1344,375.2128,2013.901
3,-780.9796,125.8122,1854.251,309.3614,372.6804,2016.693
3,-844.2261,143.9794,1848.202,193.7959,390.5625,1963.634
3,-853.2554,142.9809,1848.333,186.4198,392.2827,1961.922
3,-866.4871,141.9427,1851.22,180.9647,392.4975,1960.5
3,-870.75,136.4499,1846.008,176.2194,393.8753,1962.387
3,-878.9875,135.7515,1844.802,167.5376,397.0527,1962.045
3,-885.7404,134.9998,1843.321,158.8974,394.4692,1961.976
3,-900.6292,132.3946,1841.818,152.0307,391.5122,1960.349
3,-911.6093,134.1754,1840.763,149.1864,400.6492,1963.179
3,-934.8209,83.50854,1914.377,105.3339,369.9752,2057.328
3,-922.1264,80.94923,1909.305,110.8028,361.9433,2052.004
3,-914.7766,81.44795,1912.709,120.6757,367.13,2056.51
3,-904.5146,84.33354,1914.573,127.6122,370.5261,2058.366
3,-896.6069,85.73222,1915.137,140.4872,361.8885,2058.277
3,-888.8375,84.05357,1918.375,148.4263,365.7022,2060.623
3,-882.3824,82.80731,1921.63,158.3838,366.8825,2063.444
3,-877.5474,86.97728,1922.763,162.764,360.035,2060.196
3,-867.4749,88.93827,1928.582,174.9182,359.124,2063.039
3,-861.835,88.30755,1928.247,179.3549,361.5818,2064.087
3,-853.7816,82.93439,1930.223,186.7649,357.8819,2066.885
3,-846.0747,80.37371,1934.182,194.2434,359.24,2064.444
3,-837.4333,81.37619,1934.968,206.2574,355.5299,2067.53
3,-831.3664,80.34332,1941.076,207.5958,353.3743,2064.436
3,-821.5593,80.75731,1944.605,216.0003,354.3695,2067.441
3,-854.615,93.35667,1964.238,222.524,356.5802,2064.993
3,-843.6363,89.27615,1962.952,229.4013,357.8814,2067.887
3,-840.1739,92.33408,1963.413,232.6073,357.5132,2069.745
3,-841.938,93.97622,1967.414,237.1462,358.9852,2066.44
3,-827.7527,93.01448,1966.999,237.2691,360.3635,2065.113
3,-801.1672,80.21715,1970.694,240.4077,360.3515,2066.45
3,-786.3928,81.83162,1970.262,237.5393,356.8542,2067.92
3,-784.2164,79.96896,1972.603,235.9989,350.2162,2068.442
3,-779.2416,78.22348,1973.624,236.5335,350.1904,2072.634
3,-778.6735,76.03824,1975.152,243.9901,352.8621,2080.545
3,-781.1707,76.78354,1977.916,238.8164,354.2574,2081.657
3,-784.0382,76.26993,1978.866,239.1443,352.5118,2089.628
3,-787.45,72.41025,1977.959,233.8027,348.6737,2091.341
3,-797.5643,73.02454,1977.613,230.7076,347.0056,2095.137
3,-802.6822,77.25754,1977.488,228.8978,347.3679,2097.903
3,-808.4071,80.37187,1974.824,226.1054,345.6248,2101.405
3,-859.4727,90.3923,1981,222.4047,346.9305,2106.122
3,-857.8228,84.52437,1974.451,223.4279,343.4192,2111.675
3,-723.4346,37.32693,1990.76,214.7645,345.475,2117.999
3,-743.8438,43.7677,1981.969,212.3769,346.575,2125.212
3,-817.0139,68.62406,1978.169,212.4066,346.6246,2130.352
3,-830.6841,73.0451,1978.75,208.8669,349.246,2132.375
3,-835.8635,73.91638,1980.309,206.835,343.5714,2136.396
3,-837.7925,71.09592,1981.386,206.2938,343.8567,2139.395
3,-837.3741,75.70609,1983.24,203.3216,349.9477,2145.532
3,-839.9435,74.47707,1986.286,205.4405,343.8332,2150.993
3,-839.6826,73.02524,1991.844,204.8353,338.6891,2153.62
3,-839.2998,70.45787,1992.146,204.6713,335.9114,2155.11
3,-836.0264,67.78834,2002.079,203.9151,331.4932,2161.013
3,-837.0704,70.06336,2005.719,205.0186,327.5995,2164.468
3,-840.3863,70.38956,2007.601,210.4954,328.1196,2170.631
3,-835.9933,66.5168,2012.211,215.7379,327.9346,2173.63
3,-832.969,66.41475,2016.125,220.7797,329.1761,2178.532
3,-832.4297,66.93633,2020.314,224.2926,326.3098,2178.66
3,-828.9421,67.05303,2023.474,223.7135,328.67,2182.812
3,-825.3824,65.46468,2029.58,233.9842,327.234,2191.571
3,-811.4796,61.54452,2027.43,232.337,320.7,2189.841
3,-804.2131,61.16175,2029.061,243.7539,316.8835,2195.916
3,-796.0619,60.23818,2031.083,248.2105,319.6835,2199.809
3,-788.3926,56.87027,2031.859,254.8838,322.079,2202.745
3,-781.4972,58.42119,2034.07,259.2914,318.9181,2200.175
3,-774.491,55.10383,2036.972,270.5397,320.9049,2207.506
3,-769.1205,58.13992,2039.057,278.8318,320.775,2204.933
3,-760.3508,59.31669,2045.176,279.9216,319.0246,2206.837
3,-754.2508,57.50087,2056.518,291.5654,317.5876,2207.685
3,-749.0936,58.88862,2062.209,299.7133,318.8592,2207.236
3,-738.1695,59.31872,2063.164,308.95,320.3921,2209.144
3,-734.5098,57.4274,2067.971,313.3564,321.5753,2208.066
3,-719.608,56.98485,2073.565,323.1644,319.0753,2206.613
3,-710.8543,59.86535,2075.476,325.4036,314.5284,2207.455
3,-706.9247,58.0971,2075.927,328.7404,315.8574,2205.656
3,-703.6163,59.67125,2076.299,330.8485,314.3288,2204.444
3,-701.4066,60.26559,2075.941,336.6186,317.5547,2202.25
3,-700.501,62.12499,2074.882,342.9938,320.291,2204.847
3,-700.2505,62.07378,2073.932,346.7444,314.9867,2204.692
3,-699.8803,62.6174,2074.153,347.4849,308.3037,2204.642
3,-698.5216,62.63305,2070.307,348.836,310.1721,2206.36
3,-699.5015,62.83652,2073.23,351.9504,315.6523,2213.531
3,-699.1345,62.89814,2071.925,348.1793,312.0844,2212.624
3,-699.7406,61.78925,2070.76,348.6596,310.6872,2212.805
3,-701.0185,59.5073,2070.006,346.3341,310.6547,2215.613
3,-699.4328,58.38707,2064.814,351.1487,312.4099,2219.34
3,-699.3643,58.07592,2064.055,346.6782,313.8997,2216.394
3,-699.6146,56.91909,2060.7,347.8452,315.7595,2218.069
3,-701.1167,52.79978,2056.708,353.0545,317.1483,2221.293
3,-704.4294,50.54488,2058.161,348.251,313.2784,2217.393
3,-700.5146,48.10548,2052.375,353.2434,315.3534,2220.264
3,-699.5348,50.52008,2051.585,350.8251,315.3551,2216.388
3,-693.5024,53.65692,2052.69,353.997,315.1546,2217.929
3,-688.9628,53.87835,2052.101,359.626,318.4187,2219.053
3,-685.5674,50.62057,2053.618,361.4414,313.8354,2218.968
3,-675.5126,52.51295,2061.396,366.2137,311.2263,2218.034
3,-668.5601,52.81271,2067.472,372.4739,310.579,2217.906
3,-664.0707,54.9548,2072.424,382.5743,304.8679,2217.972
3,-631.5259,49.31015,2070.736,393.4755,306.3548,2220.478
3,-612.4777,47.9331,2074.941,398.6768,304.9482,2219.664
3,-601.2277,49.11917,2079.844,406.4755,304.4114,2216.81
3,-598.849,49.07527,2084.929,416.9269,308.3682,2219.373
3,-598.5704,45.76387,2089.006,434.4218,309.6571,2218.67
3,-581.915,42.50473,2085.959,433.0719,305.6826,2219.917
3,-566.7291,42.83488,2084.208,444.0801,302.7193,2213.824
3,-560.5256,45.03888,2088.399,447.3122,303.7491,2213.632
3,-555.5363,44.7131,2094.05,451.0071,302.8362,2207.837
3,-542.4508,45.22392,2097.848,460.9775,301.9114,2213.636
3,-531.9351,45.50424,2100.84,469.6955,301.9473,2215.179
3,-523.1625,45.3232,2102.812,480.3362,304.9415,2212.526
3,-516.3696,43.78526,2105.714,484.7193,305.0166,2210.573
3,-511.7423,42.44961,2112.738,491.4886,308.5194,2209.332
3,-503.3396,42.05288,2115.044,502.459,311.966,2208.566
3,-491.4547,41.26095,2117.648,510.4397,315.2766,2205.88
3,-488.5712,42.02283,2120.378,515.636,319.6331,2214.196
3,-487.5551,39.12058,2122.342,520.2427,310.5807,2209.315
3,-484.8551,38.35311,2125.44,527.6129,317.7538,2216.085
3,-485.0344,37.91898,2125.594,530.4895,315.4376,2213.202
3,-485.8414,37.8059,2126.69,531.2841,314.4838,2213.249
3,-486.1927,38.03625,2128.644,536.504,314.0835,2217.558
3,-491.3432,36.99018,2129.216,536.2798,312.6712,2218.059
3,-495.628,36.4958,2129.692,535.0156,307.9565,2218.714
3,-492.2625,33.83948,2132.968,541.8942,307.8232,2219.083
3,-485.481,32.82531,2125.062,538.8635,316.3293,2219.565
3,-487.3093,32.59383,2127.866,533.1104,310.6521,2218.734
3,-488.8426,34.28874,2127.635,541.6314,317.6814,2221.634
3,-488.0661,32.40431,2128.46,538.691,316.4768,2222.817
3,-485.6353,35.18137,2126.367,544.4446,316.6247,2225.022
3,-481.6022,35.51173,2127.155,540.8135,316.7303,2223.776
3,-477.5187,35.58755,2133.437,546.9262,309.9763,2227.121
3,-477.4687,37.632,2131.394,550.7411,318.1023,2230.386
3,-478.2444,37.64514,2133.12,554.5818,309.8176,2233.799
3,-472.8782,38.79958,2137.345,563.1639,304.8702,2233.457
3,-468.7477,39.15968,2150.311,563.6843,305.0323,2240.232
3,-467.8463,40.17472,2152.59,574.8762,297.5678,2239.609
3,-460.4804,36.73201,2155.682,581.2646,294.1179,2249.082
3,-448.8994,36.36813,2165.354,592.9745,294.3451,2252.495
3,-439.9531,37.19857,2167.704,594.9665,294.3176,2254.639
3,-415.9608,31.84533,2166.687,601.9178,291.1013,2258.437
3,-412.5596,33.01329,2170.886,610.0572,289.6429,2256.239
3,-405.5684,31.30815,2172.5,616.2565,288.9924,2262.456
3,-394.9823,26.80878,2172.741,627.5268,283.0202,2267.117
3,-385.2475,24.18557,2176.62,640.1527,278.3948,2261.912
3,-379.5204,23.89154,2175.135,647.6134,280.1811,2265.79
3,-355.4711,20.04911,2169.775,657.5827,281.8087,2269.768
3,-351.1222,19.18591,2169.806,669.9577,278.046,2266.311
3,-343.8386,17.1316,2168.783,682.3604,275.6022,2268.103
3,-329.3542,20.18065,2171.455,688.9883,275.8892,2266.098
3,-313.153,12.36486,2169.867,695.0629,274.977,2264.851
3,-301.3534,15.33058,2169.984,706.192,270.8183,2264.193
3,-287.1968,14.3655,2169.691,715.333,273.8859,2264.525
3,-279.2431,15.07975,2171.802,724.5986,274.9648,2272.46
3,-276.3482,16.35024,2172.503,731.7686,271.2754,2263.532
3,-273.2206,17.39609,2176.619,731.0826,268.9626,2267.201
3,-271.2756,15.54981,2177.629,732.1254,266.754,2267.138
3,-271.6768,17.9368,2180.856,738.6794,264.8713,2266.478
3,-274.1641,20.03984,2183.801,739.3965,264.4083,2268.774
3,-275.8955,19.21669,2182.294,741.2267,264.4493,2269.864
3,-272.4709,20.1176,2181.773,746.5307,264.4223,2270.258
3,-272.4496,20.54809,2179.223,742.4485,259.799,2259.288
3,-272.4314,20.794,2178.63,744.4597,261.9307,2267.843
3,-274.8891,22.26231,2179.927,742.9883,262.0618,2262.119
3,-277.255,23.94662,2177.274,740.3365,261.8327,2262.91
3,-277.2437,23.20019,2176.667,739.6013,265.4633,2261.131
3,-278.8461,24.14987,2177.082,727.5005,261.4213,2256.793
3,-283.7811,21.82858,2172.88,727.7824,261.5328,2257.391
3,-288.1424,21.94263,2171.28,722.6541,262.7112,2257.937
3,-300.5686,21.57395,2170.258,714.864,262.9577,2259.522
3,-307.6064,22.26655,2171.23,709.777,265.4648,2255.428
3,-316.8513,23.99956,2170.509,703.376,270.8327,2263.172
3,-325.7218,24.05631,2168.82,694.3152,269.6538,2256.794
3,-333.4682,17.40796,2170.243,690.9444,265.0947,2256.251
3,-347.7693,22.18089,2166.274,683.5525,264.3479,2261.508
3,-360.4004,24.29516,2166.401,672.4687,264.088,2253.544
3,-368.9121,24.92453,2163.623,667.2433,267.7683,2262.032
3,-376.635,24.34422,2157.982,652.0386,265.4531,2259.285
3,-388.7999,25.61463,2154.299,637.9055,270.5639,2256.876
3,-399.2892,29.64717,2153.391,636.0106,275.5701,2260.836
3,-404.8159,28.45679,2145.697,629.5042,272.0695,2257.184
3,-412.81,30.02318,2139.677,623.0483,274.4234,2257.806
3,-418.5353,31.45781,2138.045,621.2086,276.3784,2260.897
3,-426.4751,30.55652,2133.625,610.9786,276.4341,2257.993
3,-434.0271,35.83163,2133.452,608.4315,268.9739,2255.49
3,-436.5282,38.81759,2128.94,603.8433,269.3871,2251.041
3,-441.1199,38.04295,2129.095,604.0244,273.0359,2252.17
3,-444.8984,39.88023,2126.969,605.1821,270.2928,2252.793
3,-446.0435,40.32695,2128.203,601.6833,265.9076,2250.66
3,-449.8481,40.70117,2130.733,598.9823,263.7285,2248.229
3,-451.713,44.82401,2126.266,600.0196,266.7188,2245.523
3,-452.8063,44.80178,2126.639,602.2933,270.3028,2247.032
3,-452.9395,47.79478,2128,602.463,270.4826,2248.46
3,-451.4935,49.6955,2128.072,602.2086,272.8015,2245.787
3,-447.5383,50.64754,2128.28,594.1434,261.8781,2240.659
3,-445.4154,51.9043,2129.488,587.1895,264.1187,2235.241
3,-450.2197,56.35319,2129.658,587.3148,271.4993,2245.64
3,-447.7458,54.5433,2128.81,573.907,271.0398,2235.61
3,-448.2263,54.08043,2126.353,576.2533,273.1545,2236.252
3,-449.8419,49.40152,2129.61,570.4778,271.9339,2235.452
3,-468.712,54.58474,2134.066,566.2139,271.5117,2233.454
3,-480.3128,58.26242,2138.001,558.4224,275.5836,2231.097
3,-477.0907,53.94952,2135.782,551.2267,279.6899,2229.429
3,-482.3748,50.97299,2135.57,546.2979,283.9819,2239.004
3,-495.5736,44.6367,2132.801,534.7929,302.2978,2235.765
3,-505.123,45.58369,2127.125,527.3996,282.4966,2241.552
3,-520.0367,41.89698,2126.333,510.5169,271.6,2234.837
3,-535.9064,33.90229,2124.532,501.3373,274.3158,2235.575
3,-548.6148,32.52249,2119.492,498.4744,272.835,2235.553
3,-609.4362,41.668,2118.106,490.2764,272.543,2226.692
3,-473.894,-20.07513,2121.149,458.0168,270.3983,2233.211
3,-570.2576,14.86819,2092.735,415.3669,274.9486,2231.018
3,-657.3221,47.18771,2092.489,407.2166,273.877,2225.061
3,-679.1544,54.15406,2091.156,401.3137,273.9295,2223.407
3,-679.2911,54.31691,2089.328,392.5941,275.5124,2219.308
3,-682.4976,56.12547,2085.276,388.9464,282.4973,2219.705
3,-686.1054,55.53136,2084.522,378.1671,287.351,2217.109
3,-685.4341,54.39563,2082.831,373.821,288.9208,2216.926
3,-687.0751,53.295,2082.102,368.3,287.8844,2216.556
3,-690.5397,52.73629,2083.96,365.1008,288.2447,2216.821
3,-690.7454,51.36604,2086.254,360.7213,289.1831,2214.165
3,-688.4623,48.58914,2085.761,359.2702,290.368,2215.502
3,-689.6825,48.80471,2087.6,357.1502,289.679,2212.183
3,-690.4039,50.43941,2090.254,355.1292,289.2142,2211.822
3,-692.0453,53.25645,2099.045,352.872,288.0478,2210.76
3,-688.4261,52.88519,2098.773,351.4075,287.1361,2208.781
3,-692.5765,54.7928,2101.13,346.8353,287.4473,2210.12
3,-693.4521,54.68635,2104.007,345.4118,287.318,2207.204
3,-696.8206,53.36512,2103.69,338.1466,289.1813,2204.767
3,-596.5822,13.28216,2112.577,332.5265,287.3503,2203.402
3,-593.3646,6.844098,2116.142,327.1313,290.0649,2202.709
3,-592.461,1.933213,2117.93,319.9659,286.9808,2202.186
3,-598.4886,2.723153,2117.011,310.4891,289.213,2204.776
3,-609.5908,3.489912,2114.468,302.464,292.717,2205.819
3,-641.1526,15.82343,2102.744,292.9186,291.2174,2206.64
3,-728.8525,42.74009,2095.474,283.0422,288.7675,2208.225
3,-747.2571,42.46029,2088.8,273.9663,285.6258,2206.065
3,-761.6152,43.76706,2083.686,262.9716,287.0356,2203.116
3,-768.6964,39.66095,2075.015,255.0197,285.5591,2206.577
3,-781.8444,34.54463,2072.87,245.3358,288.1039,2207.55
3,-792.9175,36.2793,2070.346,238.5626,288.83,2211.016
3,-804.6897,38.87502,2067.133,228.0845,286.1777,2206.039
3,-815.0583,39.32473,2064.461,216.7758,286.8603,2209.726
3,-826.8137,40.28908,2065.157,205.4044,286.5079,2209.165
3,-838.0911,41.72507,2062.027,200.1899,289.9292,2206.823
3,-850.8314,41.46179,2060.233,190.7224,291.4199,2208.218
3,-863.3672,43.45877,2056.468,182.8378,288.0811,2208.222
3,-875.0444,49.39587,2052.883,170.9477,288.0612,2204.508
3,-875.556,47.30949,2042.703,162.797,287.9099,2205.017
3,-882.9611,49.25776,2034.218,156.479,289.5036,2207.588
3,-894.4924,53.23106,2035.027,148.9073,291.5063,2206.495
3,-900.4406,56.77307,2033.009,142.9145,293.5919,2208.165
3,-906.032,57.09227,2030.476,137.6408,295.9416,2206.546
3,-907.559,58.44223,2027.31,128.3673,297.0504,2206.619
3,-829.6342,27.77425,2037.875,126.7391,296.6843,2207.849
3,-830.2186,27.27048,2036.535,121.3932,301.1067,2209.564
3,-831.3589,30.30109,2036.352,117.7849,302.665,2209.822
3,-828.8597,27.22001,2033.957,115.4767,302.6167,2212.994
3,-830.2441,30.20356,2032.711,116.184,302.6483,2213.409
3,-829.2744,32.27369,2034.25,110.2657,301.7198,2211.349
3,-903.3835,60.91552,2022.842,114.8114,307.1666,2217.462
3,-907.9655,61.60741,2023.13,111.1066,305.8331,2212.854
3,-908.3108,63.28527,2022.486,109.4748,302.2142,2213.665
3,-905.8404,66.36246,2021.465,103.773,303.1821,2210.417
3,-950.5866,76.47044,2021.752,97.38261,302.3922,2208.905
3,-948.9205,39.39066,2014.644,58.31979,300.6207,2204.895
3,-932.6574,39.20691,2019.736,65.64951,297.5554,2202.978
3,-918.1376,38.75362,2022.924,75.47615,295.7019,2200.906
3,-908.5742,38.52832,2024.371,88.66454,295.7377,2206.471
3,-896.0529,35.12143,2025.615,99.92069,291.2965,2208.182
3,-881.2999,31.28249,2024.652,107.2219,289.2766,2209.703
3,-865.9501,28.85602,2027.61,123.7696,290.2601,2209.85
3,-855.0627,30.63868,2033.078,132.2663,290.188,2215.464
3,-840.9342,32.03918,2039.311,144.0785,295.3693,2218.465
3,-829.7856,30.59975,2044.027,154.7643,297.4086,2220.322
3,-819.8705,32.62027,2046.838,156.562,284.7018,2216.859
3,-812.5705,37.60828,2057.647,165.3338,281.1615,2218.389
3,-805.7195,39.64048,2056.477,174.1853,285.7824,2218.99
3,-801.9488,40.04777,2061.161,177.9603,289.7654,2223.125
3,-803.4954,42.23351,2066.666,186.3569,289.2632,2218.511
3,-800.2889,40.43056,2070.346,190.709,287.6834,2224.48
3,-799.5733,40.0004,2070.672,197.8859,286.7131,2222.145
3,-799.334,42.18243,2075.45,199.8002,281.9381,2225.386
3,-800.6736,41.12918,2073.704,200.7187,281.1736,2224.002
3,-799.5189,42.59092,2075.62,200.3116,280.5583,2227.592
3,-800.095,40.7745,2078.869,203.3395,283.5544,2231.052
3,-800.5783,37.83252,2076.468,199.0053,276.9999,2229.48
3,-802.8587,38.04639,2073.232,195.0458,279.7931,2236.636
3,-800.85,36.19574,2072.044,195.1546,279.0659,2240.324
3,-800.3018,34.32219,2074.113,196.3403,280.0545,2247.33
3,-800.2383,33.92463,2072.017,190.6821,283.3363,2251.791
3,-803.1755,32.46951,2071.407,187.8534,287.8556,2252.968
3,-804.3075,30.71622,2069.489,189.5106,289.308,2257.676
3,-806.4982,28.16924,2068.485,187.9495,291.3265,2264.49
3,-811.1477,27.98504,2069.428,188.0973,292.3296,2264.034
3,-812.2805,27.24114,2068.544,188.6141,291.8009,2265.746
3,-812.8481,27.64126,2069.986,187.9414,286.1652,2270.042
3,-808.709,28.57335,2070.085,185.3,281.3854,2266.749
3,-807.762,30.15787,2072.325,184.5002,281.5735,2271.716
3,-810.4157,30.48654,2077.21,188.5208,281.1046,2275.557
3,-809.8662,30.2576,2083.169,191.5768,285.836,2284.204
3,-774.3976,52.40849,1873.949,368.15,348.5512,2054.782
3,-768.4479,53.30045,1870.747,376.4424,348.3087,2054.373
3,-758.0815,52.28749,1870.299,384.8362,349.2885,2054.256
3,-750.8082,56.67339,1871.959,391.8068,346.9625,2055.129
3,-740.9166,55.30235,1869.227,398.8897,345.7101,2055.139
3,-736.3141,54.57004,1870.184,401.3535,341.7126,2053.774
3,-725.8812,57.93854,1871.284,416.8754,346.6531,2057.439
3,-712.4097,56.16448,1872.628,417.6328,340.5597,2052.646
3,-702.1616,54.4572,1878.667,430.0449,348.7719,2050.614
3,-694.6153,53.21168,1882.954,436.1619,350.0705,2049.821
3,-694.3329,49.90788,1888.406,441.4995,347.6587,2047.929
3,-686.3759,46.14461,1889.509,448.3995,349.2523,2044.543
3,-680.3134,43.32731,1892.836,453.6537,350.2063,2044.555
3,-669.1365,40.32247,1893.864,459.8462,350.1045,2043.331
3,-662.3004,39.225,1893.685,465.6759,348.9965,2045.574
3,-656.2678,35.45485,1892.412,463.4125,348.9854,2043.13
3,-656.5277,36.21146,1890.863,464.5371,349.2868,2044.667
3,-658.4083,36.2293,1889.888,462.2187,349.762,2044.652
3,-654.5144,37.58057,1883.963,464.7675,350.3338,2046.844
3,-656.3807,36.31888,1876.883,462.6168,349.0418,2050.367
3,-658.4883,38.83802,1870.268,461.0045,348.4581,2049.782
3,-661.0324,39.74913,1865.801,462.8548,349.5188,2049.315
3,-661.6083,40.08068,1862.5,464.3025,350.4716,2049.722
3,-661.1138,42.16715,1860.606,460.2929,349.5637,2051.456
3,-660.355,43.74798,1859.141,459.6526,348.9827,2050.783
3,-662.8634,45.7075,1856.737,460.5117,348.6435,2049.863
3,-668.1418,47.77613,1855.766,459.629,346.4561,2050.947
3,-664.829,51.04071,1854.27,454.7347,345.7136,2052.644
3,-661.6108,52.63429,1852.918,459.3819,344.6108,2052.775
3,-658.5579,53.06729,1855.583,466.2127,350.8563,2054.005
3,-657.3775,53.37411,1857.493,471.9169,349.5499,2055.157
3,-654.4515,58.81174,1861.336,475.1122,345.8124,2055.455
3,-651.0773,63.32405,1862.854,480.1246,337.7299,2059.154
3,-645.4095,65.44921,1863.462,485.1018,332.5884,2057.501
3,-640.9861,65.41229,1868.029,488.6465,329.666,2056.744
3,-630.727,65.62854,1868.029,500.2478,333.3558,2062.405
3,-621.4478,64.88047,1870.821,513.0175,331.8921,2065.873
3,-609.0919,69.11244,1874.714,520.9985,332.4307,2065.432
3,-599.8974,67.85883,1879.483,528.9813,327.7481,2058.492
3,-591.1362,66.17493,1877.008,536.3717,326.3605,2055.728
3,-583.7289,64.13741,1877.141,550.7309,328.0316,2062.671
3,-571.3483,62.47655,1876.993,554.8143,328.3982,2059.281
3,-561.8238,61.06071,1878.025,568.1387,327.562,2061.991
3,-554.5287,62.92446,1878.857,574.829,333.9753,2060.381
3,-542.8048,63.87053,1879.699,578.6113,332.7945,2059.383
3,-535.799,63.08059,1885.314,596.3652,335.1673,2065.136
3,-528.8307,58.48545,1883.814,597.5648,329.8779,2054.644
3,-518.7796,57.95802,1887.91,602.7898,329.4723,2056.419
3,-507.0754,56.59976,1885.272,611.5057,329.6651,2054.344
3,-509.4413,52.15867,1890.909,615.3527,330.6116,2058.339
3,-506.0611,51.38582,1890.861,620.1931,331.6972,2059.58
3,-502.4609,52.30029,1893.344,628.3262,332.5024,2061.001
3,-496.1252,55.20645,1895.305,628.0049,330.9532,2061.722
3,-495.477,55.32656,1896.471,635.6137,330.3725,2063.597
3,-497.4999,58.29333,1898.253,628.8859,326.3817,2058.612
3,-498.9829,60.8409,1899.522,629.8811,321.6385,2056.99
3,-500.2688,61.64697,1900.621,629.3758,319.5512,2058.484
3,-499.6528,63.98094,1897.363,622.9286,320.0309,2058.557
3,-500.4406,65.66986,1894.635,619.5768,318.0078,2055.746
3,-501.6553,67.8776,1893.03,623.4915,314.8051,2054.872
3,-505.2934,70.81958,1889.543,614.3074,315.4464,2050.506
3,-507.6406,72.62894,1887.27,611.9826,314.9448,2048.594
3,-511.2279,70.57561,1883.837,612.0613,315.4112,2052.38
3,-512.9119,73.01239,1882.024,606.8842,319.0231,2053.298
3,-518.7608,74.14715,1876.51,604.2752,322.6126,2050.923
3,-523.4118,73.15779,1873.615,604.7065,321.2115,2048.17
3,-526.3885,73.33011,1871.419,603.5947,322.3389,2047.338
3,-529.4642,75.04152,1865.808,600.9271,326.0198,2048.208
3,-531.7729,76.29453,1864.118,605.7811,325.2649,2047.487
3,-533.861,75.62514,1860.872,599.2891,327.1802,2041.01
3,-536.7731,78.67464,1859.374,603.103,328.5032,2040.835
3,-539.6748,86.45036,1858.318,604.024,329.6126,2037.189
3,-539.183,90.04475,1855.229,609.6835,331.8955,2038.193
3,-539.1083,91.37069,1851.497,613.5949,333.9489,2035.504
3,-537.7423,98.35938,1850.486,613.0804,327.3496,2023.044
3,-811.4361,27.83002,2101.103,194.2638,285.7473,2284.31
3,-811.4217,24.73019,2113.952,196.866,280.5589,2285.531
3,-811.1342,20.76655,2116.759,198.0223,281.2501,2291.783
3,-806.4896,15.85034,2121.283,206.0606,276.4322,2288.641
3,-804.7483,18.56495,2133.772,212.0263,265.6344,2295.537
3,-786.9617,15.7428,2142.875,215.1623,262.6526,2298.432
3,-768.911,15.98017,2153.921,223.3487,265.7725,2306.269
3,-758.7582,15.91164,2163.777,231.0439,268.1385,2308.116
3,-753.7803,18.1584,2172.639,234.5051,264.1683,2317.566
3,-749.4686,16.21916,2179.187,242.0689,264.1775,2325.07
3,-748.215,16.69426,2181.442,247.4097,266.7522,2332.066
3,-747.8161,12.76406,2189.892,251.6532,264.3395,2332.678
3,-749.3138,14.11191,2200.937,258.4903,257.898,2339.639
3,-746.5945,14.905,2207.65,259.5062,253.6717,2337.666
3,-739.2748,13.6637,2215.459,256.7695,247.6745,2340.644
3,-735.6933,13.96963,2222.082,262.4928,244.6408,2340.183
3,-731.5874,16.05557,2225.568,266.4192,243.2846,2345.604
3,-737.4724,20.3288,2232.544,268.024,243.0306,2344.234
3,-739.2474,22.17962,2237.981,271.2806,246.9726,2354.948
3,-741.3792,21.49172,2246.36,271.4311,246.6316,2363.032
3,-735.2303,16.47811,2240.736,272.5135,247.091,2370.526
3,-737.9407,14.47951,2240.459,270.2769,245.2004,2377.267
3,-737.6229,14.01254,2239.966,272.6056,237.2069,2389.072
3,-738.4122,14.07939,2240.743,264.0415,232.5069,2389.645
3,-745.0643,11.61201,2241.861,255.7252,228.1512,2391.334
3,-751.0513,11.31512,2241.243,258.4477,228.1507,2394.772
3,-756.1058,9.177995,2239.362,252.7492,228.2999,2395.15
3,-769.9265,3.433024,2242.915,247.0277,221.2234,2395.412
3,-776.4595,2.663367,2246.799,245.3596,225.6251,2400.809
3,-774.2123,1.327203,2247.05,252.9679,229.3106,2408.363
3,-777.9579,-6.646958,2249.94,245.8183,231.0553,2416.116
3,-789.141,-8.239963,2257.483,245.463,229.5368,2417.954
3,-793.961,-10.03309,2262.364,238.4763,229.3276,2416.38
3,-799.2875,-15.35451,2259.643,235.2767,229.3134,2418.445
3,-801.7762,-14.85386,2256.965,232.8065,226.0295,2416.87
3,-806.0942,-14.7336,2268.637,233.2937,226.1431,2427.846
3,-805.4417,-15.40602,2267.286,227.9071,220.4597,2428.865
3,-803.3153,-16.0346,2261.756,226.2803,219.8645,2436.953
3,-806.4077,-15.22646,2268.903,222.7701,224.1224,2439.938
3,-807.9671,-15.80942,2274.174,228.4341,221.2211,2442.504
3,-810.3559,-13.84124,2274.338,223.7435,222.5221,2439.936
3,-809.933,-13.14154,2274.808,220.8405,222.0523,2444.413
