152.651535,184.520752,178.185120,232.945328,254.962448,284.208771,193.034286,284.988708,255.531296,127.589897
145.439545,181.269440,176.674072,231.323914,254.093658,281.745483,169.512207,282.403778,252.098373,117.689514
135.139893,180.120819,175.350693,225.738464,255.152847,280.082184,145.319168,275.745239,246.388199,101.349899
126.280235,172.764038,171.760406,219.661240,253.509720,275.759766,122.937386,266.943451,234.421890,65.339478
112.626328,158.522247,166.066406,209.166428,249.987137,268.694092,93.776939,262.065033,214.395569,33.089321
94.902832,138.319489,154.460602,197.845932,245.336258,258.292023,64.224724,261.001495,189.872665,-1.089752
70.797813,118.576508,141.296890,182.420151,241.687866,248.825790,29.570812,253.968567,144.744949,-38.672905
28.417324,93.020508,126.468430,144.691162,236.215683,231.075562,7.870351,246.344910,104.968376,-75.694191
-14.268426,55.799305,94.481300,107.679901,224.825943,194.792358,-18.783777,231.208206,49.219986,-104.018890
-38.025620,-2.475150,54.540592,70.467415,211.977921,157.446716,-62.788116,212.907822,-12.002185,-144.329865
-71.564613,-34.621254,4.435115,8.099855,186.431290,120.625275,-94.444801,174.384964,-53.813019,-174.295364
-128.237701,-67.427757,-41.614235,-37.134895,135.372604,71.927589,-131.714706,139.829315,-104.521782,-194.561218
-128.237701,-125.762390,-84.442902,-99.912071,97.902054,18.958246,-174.869827,100.497795,-131.994476,-219.976089
-171.328888,-137.097885,-144.042786,-137.396973,28.703545,-28.180021,-216.107025,42.563110,-175.784805,-238.516754
-213.351730,-168.264877,-151.731857,-167.809402,-19.461086,-75.234810,-257.840973,0.385040,-207.150848,-251.877029
-240.739777,-203.251190,-169.464096,-202.712585,-92.646156,-94.275490,-287.919525,-36.256382,-236.056381,-260.921295
-257.049408,-231.462143,-187.634262,-232.862457,-94.079285,-123.000824,-319.247894,-80.149887,-262.835541,-266.670044
-269.708771,-250.189270,-204.630493,-255.953125,-129.913818,-149.660614,-339.634369,-110.557961,-278.597992,-273.692871
-272.631866,-265.612183,-215.358673,-274.880859,-165.615051,-174.437683,-357.821167,-153.997131,-288.996094,-278.589203
-272.458252,-278.491791,-219.721909,-287.947784,-186.821167,-188.688965,-372.607269,-181.291870,-296.250427,-277.373779
-269.841003,-289.346985,-217.829330,-296.435150,-210.108124,-204.628601,-377.157471,-206.358292,-296.592438,-281.651520
-268.303802,-299.583038,-203.820160,-304.300415,-224.617783,-214.703857,-378.807068,-229.064163,-301.856445,-288.641357
-270.779144,-309.331055,-193.548721,-314.019623,-237.186691,-223.945892,-376.247101,-250.660706,-302.069672,-265.134796
-274.481781,-311.311615,-190.396774,-321.205963,-246.237396,-231.937943,-377.546783,-271.255920,-304.889191,-272.087524
-273.603485,-319.141541,-186.932266,-325.340240,-250.325531,-240.895782,-377.386658,-280.683533,-306.462006,-279.139465
-288.136963,-353.034698,-186.094894,-332.168762,-254.650085,-246.802811,-375.181702,-288.077057,-319.186462,-285.999481
-305.550323,-348.427429,-193.584839,-328.550690,-254.270676,-256.059509,-376.679138,-297.760651,-320.724976,-281.363037
-317.286285,-350.631073,-193.944763,-334.471008,-257.293823,-269.347778,-363.359467,-303.167297,-320.668274,-278.854279
-319.446625,-363.912323,-198.643463,-337.658783,-261.076172,-268.777771,-357.388947,-310.720673,-326.435181,-276.647186
-316.317871,-378.860992,-199.340973,-343.180908,-278.038391,-276.693329,-337.670990,-325.095184,-332.737244,-278.951843
-313.713348,-379.191925,-377.809814,-343.541779,-278.816498,-286.283264,-340.601013,-333.196259,-324.082031,-280.032867
-312.285248,-379.982269,-377.809814,-339.807068,-276.523560,-300.094025,-346.140198,-349.518433,-317.420349,-245.508545
-305.573578,-379.268250,-406.800995,-336.905060,-279.396790,-302.031219,-343.308716,-327.698944,-313.585693,-245.508545
-300.344727,-378.478455,-411.706635,-328.475281,-286.907104,-304.997345,-339.163452,-335.839935,-313.877655,-253.508636
-293.159088,-377.031158,-403.505249,-324.232178,-297.162842,-307.120056,-326.195465,-334.094940,-311.605255,-253.508636
-280.589996,-371.703674,-391.830170,-316.639893,-300.654694,-306.249756,-314.722931,-332.174194,-344.183472,-251.238586
-269.950836,-364.827026,-379.786713,-306.136230,-298.773682,-301.584167,-303.607361,-327.333557,-344.183472,-251.238586
-246.869843,-358.517273,-368.652161,-298.328491,-292.821747,-296.859100,-293.886566,-319.841278,-344.183472,-234.426895
-217.842651,-344.438416,-357.419647,-288.950317,-285.051941,-288.649872,-277.429749,-316.272644,-344.183472,-234.426895
-187.817749,-329.240234,-346.188690,-276.665405,-278.001495,-282.217865,-257.561523,-309.318024,-344.183472,-200.563690
-151.109848,-312.058563,-337.561401,-263.549744,-271.962769,-272.262054,-235.823044,-304.038879,-344.183472,-200.563690
-98.791809,-291.640961,-330.236847,-245.106445,-262.773438,-258.489197,-203.701874,-295.747040,-344.183472,-147.882095
-30.092646,-263.308655,-318.780365,-211.556412,-252.815231,-243.764999,-162.946243,-286.069427,-344.183472,-147.882095
23.864695,-216.484894,-301.512085,-175.519760,-240.066223,-224.117889,-131.579285,-278.084320,-344.183472,-147.882095
82.768448,-169.568710,-281.997986,-131.652496,-223.266434,-208.506851,-71.911430,-264.459290,-344.183472,-147.882095
100.945648,-107.744240,-263.590576,-59.880413,-200.595703,-186.363068,-19.319427,-246.089462,-344.183472,-147.882095
142.933472,-56.942772,-243.047653,-6.155514,-171.875061,-159.895020,35.538174,-227.873840,-344.183472,-147.882095
169.812180,-1.553901,-217.884750,-6.155514,-140.648605,-122.657036,66.435860,-209.312241,-344.183472,-147.882095
196.404510,80.523773,-189.743683,101.058937,-103.423096,-57.648476,107.924934,-169.014343,-344.183472,-147.882095
209.505112,121.950760,-155.019623,143.452576,-61.479034,-7.558801,146.689072,-122.476250,-344.183472,-147.882095
213.565155,156.688248,-102.896469,178.977142,6.576310,57.456924,185.685486,-37.047749,-344.183472,-147.882095
218.362244,179.989838,-30.214750,202.115112,73.985519,94.960358,209.912781,5.934473,-344.183472,-147.882095
219.948792,193.696259,26.124554,220.452408,91.556671,125.301788,222.772400,91.883385,-344.183472,-147.882095
220.205521,202.688583,26.124554,230.024231,140.577560,182.585266,230.780121,136.830795,-344.183472,-147.882095
221.126389,205.195053,111.338882,233.505310,174.377686,214.825302,235.647339,190.037827,-344.183472,-147.882095
220.407578,207.613449,146.645309,240.058960,196.411819,238.278702,239.862869,223.811783,-344.183472,-147.882095
218.845535,210.744858,179.336380,241.252579,215.151230,257.443848,242.503021,241.987854,-344.183472,-147.882095
215.752747,211.987228,201.021011,244.203903,225.772766,267.098816,250.237244,253.140045,-344.183472,-147.882095
214.678375,212.356918,212.155304,243.049774,227.533859,275.502991,253.397491,275.389038,-344.183472,-147.882095
212.827118,211.982651,219.559433,246.579987,229.162918,279.433258,257.872986,286.371033,-344.183472,-147.882095
