167.842422,139.946411,124.012215,141.811020,143.212997,144.138870,135.619888,129.340683,135.613281,146.234283
167.414856,140.500610,128.086731,142.594284,142.906982,146.457108,136.337769,125.521164,132.340027,148.239578
165.605560,144.246857,133.227005,144.178375,141.145889,147.837982,139.725708,125.883026,129.174622,142.612793
162.430939,149.820831,138.463898,141.544037,136.139786,149.358017,143.156219,127.233589,131.610168,138.034454
164.379913,154.686417,145.526474,140.835754,137.528259,153.204224,147.256287,127.096382,136.190292,138.583755
164.219818,158.117950,152.755966,140.697449,138.988754,156.510239,154.588867,126.110420,132.913193,141.208466
163.573944,161.605576,153.888779,140.836349,140.255707,146.272247,164.645889,128.679367,137.556046,136.715302
160.354324,165.853119,154.030685,139.891830,139.215073,140.094116,170.906586,133.234283,140.200851,134.847321
160.494308,155.515182,150.677795,143.087585,139.767212,138.135803,168.201370,131.444992,142.594879,137.063034
161.001831,151.423569,150.363754,148.347824,140.855209,135.339890,156.577026,129.103302,145.892517,142.884644
163.681519,149.494705,141.603821,152.945724,146.296249,131.779709,146.540802,129.040619,153.378464,135.588013
167.639801,148.152496,139.389450,161.165314,151.204117,127.270920,145.290222,127.892761,160.518570,128.918518
169.654037,140.537857,141.462891,164.270294,155.068268,121.148132,132.728653,122.355331,160.240784,127.158531
176.437653,138.494919,139.492554,169.280136,160.676178,117.831161,126.949059,99.319939,162.427216,123.416618
182.943970,137.853989,142.133789,171.856369,152.566696,116.743118,120.543518,91.522247,153.758179,123.468216
185.952911,130.999542,145.628174,170.136353,147.935577,113.130898,119.294289,89.481209,146.387711,126.230850
184.672974,131.029465,149.005844,168.292007,143.089127,112.512154,123.591515,92.880913,142.466248,110.415359
166.645233,132.188431,153.175339,166.163132,142.149399,115.088211,126.313469,96.484268,137.004959,108.490051
164.492935,132.807175,142.159851,159.560120,138.677826,115.237358,131.213181,102.803955,135.636383,111.496437
163.875443,133.237076,139.826935,155.375427,134.927155,110.742149,133.701248,109.064102,138.043213,116.968964
163.368362,134.571671,140.604614,155.325317,137.123886,99.329010,130.683334,115.436478,140.463074,124.158379
162.061127,136.576431,139.806183,143.301773,145.291077,83.519081,122.786865,119.048248,141.975174,131.360733
160.972824,131.640366,137.841110,133.561111,152.369522,74.071770,112.762871,110.479660,144.374908,132.471054
149.068146,120.518845,138.780487,126.868996,150.721817,67.737419,106.258469,100.922684,151.943832,131.227585
146.850143,115.437744,139.901642,127.478859,154.847488,64.460785,98.909004,94.020256,155.453827,128.519897
143.956985,113.656151,140.769409,129.977737,158.767166,64.386879,91.857872,91.183960,151.241287,120.872551
142.801285,111.981087,138.528473,134.435699,160.501816,66.130966,88.688599,92.673752,144.571915,112.828156
145.782410,111.056404,138.365128,131.467377,151.158630,68.173843,87.302635,93.021278,135.348236,106.218422
147.193680,113.537277,141.438766,129.545181,142.967728,74.872925,87.632034,93.669434,134.264297,105.767555
151.412750,115.969505,145.591660,126.834900,142.818283,77.834152,86.147881,96.251755,135.749817,111.036797
156.422729,119.672539,148.387985,119.485687,147.068497,84.245407,84.151093,100.040657,134.596146,110.873146
159.867004,123.054634,154.567245,112.705338,148.081711,89.827644,87.584160,102.921722,135.900909,113.201790
150.824768,126.143051,158.246765,102.472099,146.879074,96.900589,92.763451,106.207092,135.200714,115.168571
140.760986,132.034210,158.480515,97.918655,147.287796,106.986298,96.420082,107.947899,135.509949,118.987160
125.425438,134.574692,161.547165,98.045120,148.681732,115.041145,100.121223,113.273537,136.640305,122.993858
122.647377,135.072433,165.412445,96.765961,153.751053,124.735336,104.367744,123.065544,136.985962,128.993576
120.704033,141.504517,167.420425,95.898331,161.270599,128.113632,111.789093,128.174957,139.733093,133.045151
